node_id,label,ce_no_prompt,ce_prompt,delta_ce,benefited,primary_prompt_slot,acceptance_gate,structural_score
40,3,0.13444048166275024,0.11771521717309952,0.016725264489650726,True,3,1.0,0.6666666865348816
44,3,0.1936454027891159,0.17004960775375366,0.023595795035362244,True,3,1.0,0.6666666865348816
58,3,0.13327355682849884,0.1163967028260231,0.01687685400247574,True,3,1.0,0.6666666865348816
59,1,1.5732160806655884,1.4600309133529663,0.11318516731262207,True,1,1.0,0.6666666865348816
65,1,0.1932181417942047,0.17244195938110352,0.020776182413101196,True,1,1.0,0.6666666865348816
71,0,0.19027195870876312,0.17852135002613068,0.011750608682632446,True,0,1.0,0.09931689500808716
112,1,1.5732160806655884,1.4600309133529663,0.11318516731262207,True,1,1.0,0.6666666865348816
118,3,0.26427918672561646,0.2328757792711258,0.03140340745449066,True,3,1.0,0.6666666865348816
164,0,0.8795709013938904,0.8438466191291809,0.03572428226470947,True,0,1.0,0.24170881509780884
174,2,0.07954579591751099,0.07407724857330322,0.005468547344207764,True,2,1.0,0.1535058468580246
195,0,0.09659813344478607,0.08666887879371643,0.009929254651069641,True,0,1.0,0.6666666865348816
205,2,0.13260851800441742,0.11515475809574127,0.017453759908676147,True,2,1.0,0.6666666865348816
216,3,0.1801312118768692,0.15819907188415527,0.021932139992713928,True,3,1.0,0.6666666865348816
281,4,0.8229615688323975,0.76153165102005,0.06142991781234741,True,4,1.0,0.6666666865348816
295,4,0.627048909664154,0.576140820980072,0.05090808868408203,True,4,1.0,0.6666666865348816
329,4,0.967826783657074,0.8992069363594055,0.06861984729766846,True,4,1.0,0.6666666865348816
352,1,0.08006970584392548,0.07120183855295181,0.008867867290973663,True,1,1.0,0.6666666865348816
374,2,0.017138123512268066,0.014719459228217602,0.0024186642840504646,True,2,1.0,0.6666666865348816
377,2,0.07190355658531189,0.0622066929936409,0.00969686359167099,True,2,1.0,0.6666666865348816
457,2,0.10682322829961777,0.09279312938451767,0.014030098915100098,True,2,1.0,0.6666666865348816
460,0,0.10852228105068207,0.10307915508747101,0.00544312596321106,True,0,1.0,0.4805254638195038
494,1,0.03814756125211716,0.03394288197159767,0.0042046792805194855,True,1,1.0,0.6666666865348816
495,4,0.41231298446655273,0.3756016492843628,0.03671133518218994,True,4,1.0,0.6666666865348816
502,3,0.1572365015745163,0.13788661360740662,0.01934988796710968,True,3,1.0,0.6666666865348816
507,4,0.18087802827358246,0.16331519186496735,0.017562836408615112,True,4,1.0,0.6666666865348816
539,2,0.11651278287172318,0.1012999415397644,0.01521284133195877,True,2,1.0,0.6666666865348816
