node_id,split,label,pool,prompt_top1,structural_score,pred_off,pred_on,correct_off,correct_on,fixed_by_prompt,broken_by_prompt,confidence_off,confidence_on,margin_off,margin_on,h_delta_norm,logit_delta_norm
0,test,3,1,1,0.6666666865348816,3,1,1,0,0,1,0.22261758148670197,0.3719275891780853,0.01447238028049469,0.0023110508918762207,9.493929862976074,3.4570205211639404
1,test,3,1,1,0.6666666865348816,3,1,1,0,0,1,0.2530858516693115,0.3853297829627991,0.04261881113052368,0.0021788477897644043,12.840778350830078,4.897910118103027
2,test,3,0,-1,0.43132027983665466,3,3,1,1,0,0,0.21068337559700012,0.21068337559700012,0.009535297751426697,0.009535297751426697,0.0,0.0
3,test,3,0,-1,0.35851407051086426,3,3,1,1,0,0,0.2706306576728821,0.2706306576728821,0.07076108455657959,0.07076108455657959,0.0,0.0
4,test,1,1,1,0.6666666865348816,3,1,0,1,1,0,0.2364305853843689,0.4351123571395874,0.005443572998046875,0.07763847708702087,13.224164962768555,5.0445122718811035
5,test,2,1,1,0.6666666865348816,4,0,0,0,0,0,0.24656784534454346,0.27428048849105835,0.027364730834960938,0.01222604513168335,3.7957918643951416,0.9092666506767273
6,test,2,0,-1,0.42072808742523193,3,3,0,0,0,0,0.22996333241462708,0.22996333241462708,0.0252113938331604,0.0252113938331604,0.0,0.0
7,test,4,0,-1,0.26601338386535645,3,3,0,0,0,0,0.32468605041503906,0.32468605041503906,0.11911025643348694,0.11911025643348694,0.0,0.0
8,test,1,0,-1,0.4110807478427887,3,3,0,0,0,0,0.2245337963104248,0.2245337963104248,0.017159685492515564,0.017159685492515564,0.0,0.0
9,test,1,0,-1,0.6666666865348816,2,2,0,0,0,0,0.41724056005477905,0.41724056005477905,0.23303477466106415,0.23303477466106415,0.0,0.0
10,test,1,0,-1,0.252509742975235,3,3,0,0,0,0,0.3444797694683075,0.3444797694683075,0.13348527252674103,0.13348527252674103,0.0,0.0
11,test,1,0,-1,0.15649016201496124,3,3,0,0,0,0,0.21016132831573486,0.21016132831573486,0.007036313414573669,0.007036313414573669,0.0,0.0
12,test,0,0,-1,0.3974047601222992,3,3,0,0,0,0,0.25724372267723083,0.25724372267723083,0.0447518527507782,0.0447518527507782,0.0,0.0
13,test,0,0,-1,0.3493964374065399,3,3,0,0,0,0,0.2867041528224945,0.2867041528224945,0.0763748288154602,0.0763748288154602,0.0,0.0
14,test,2,0,-1,0.5405430793762207,3,3,0,0,0,0,0.21047838032245636,0.21047838032245636,0.01064087450504303,0.01064087450504303,0.0,0.0
15,test,2,0,-1,0.6666666865348816,3,3,0,0,0,0,0.2677040696144104,0.2677040696144104,0.06268356740474701,0.06268356740474701,0.0,0.0
16,test,4,0,-1,0.17005938291549683,3,3,0,0,0,0,0.26475486159324646,0.26475486159324646,0.04148434102535248,0.04148434102535248,0.0,0.0
17,test,3,1,5,0.6666666865348816,4,2,0,0,0,0,0.2644864022731781,0.5371578931808472,0.06300576031208038,0.08385881781578064,13.03770637512207,5.333191871643066
18,test,4,0,-1,0.6137430667877197,2,2,0,0,0,0,0.21831436455249786,0.21831436455249786,0.008010819554328918,0.008010819554328918,0.0,0.0
19,test,4,0,-1,0.5205636620521545,0,0,0,0,0,0,0.25815045833587646,0.25815045833587646,0.00854066014289856,0.00854066014289856,0.0,0.0
20,test,2,1,1,0.6666666865348816,3,0,0,0,0,0,0.23720069229602814,0.39467111229896545,0.03109678626060486,0.0030324161052703857,12.651626586914062,4.812283039093018
21,test,1,0,-1,0.43241605162620544,3,3,0,0,0,0,0.26688674092292786,0.26688674092292786,0.06706312298774719,0.06706312298774719,0.0,0.0
22,test,2,0,-1,0.4428284168243408,3,3,0,0,0,0,0.23618680238723755,0.23618680238723755,0.028726518154144287,0.028726518154144287,0.0,0.0
23,test,4,0,-1,0.24897141754627228,3,3,0,0,0,0,0.23367705941200256,0.23367705941200256,0.035177409648895264,0.035177409648895264,0.0,0.0
24,test,4,1,1,0.7451909184455872,2,2,0,0,0,0,0.37645187973976135,0.42167964577674866,0.19616305828094482,0.24007773399353027,3.556467056274414,0.23900017142295837
25,test,4,0,-1,0.3426477015018463,4,4,1,1,0,0,0.225614994764328,0.225614994764328,0.015609443187713623,0.015609443187713623,0.0,0.0
26,test,3,0,-1,0.18572984635829926,3,3,1,1,0,0,0.2842969596385956,0.2842969596385956,0.0865183174610138,0.0865183174610138,0.0,0.0
27,test,1,0,-1,0.44960102438926697,3,3,0,0,0,0,0.23720680177211761,0.23720680177211761,0.008955582976341248,0.008955582976341248,0.0,0.0
28,test,4,1,5,0.6666666865348816,2,2,0,0,0,0,0.32482925057411194,0.7250168323516846,0.13256071507930756,0.4575405418872833,12.852526664733887,5.254555702209473
29,test,4,1,1,0.6666666865348816,3,0,0,0,0,0,0.22987133264541626,0.4373021423816681,0.019689634442329407,0.08073592185974121,12.695350646972656,4.832797527313232
30,test,4,0,-1,0.32569852471351624,3,3,0,0,0,0,0.22390413284301758,0.22390413284301758,0.01337382197380066,0.01337382197380066,0.0,0.0
31,test,2,0,-1,0.09674137830734253,3,3,0,0,0,0,0.34818053245544434,0.34818053245544434,0.14783404767513275,0.14783404767513275,0.0,0.0
32,test,4,0,-1,0.15328477323055267,3,3,0,0,0,0,0.3271779417991638,0.3271779417991638,0.13050878047943115,0.13050878047943115,0.0,0.0
33,test,1,0,-1,0.21424883604049683,3,3,0,0,0,0,0.27141228318214417,0.27141228318214417,0.06874415278434753,0.06874415278434753,0.0,0.0
34,test,4,0,-1,0.13659201562404633,3,3,0,0,0,0,0.21517619490623474,0.21517619490623474,0.007180735468864441,0.007180735468864441,0.0,0.0
35,test,3,1,1,0.6666666865348816,1,1,0,0,0,0,0.2387932687997818,0.4313155710697174,0.009463489055633545,0.05477839708328247,13.277779579162598,5.061337471008301
36,val,0,0,-1,0.3610358238220215,3,3,0,0,0,0,0.30992162227630615,0.30992162227630615,0.08266833424568176,0.08266833424568176,0.0,0.0
37,test,3,0,-1,0.17040081322193146,3,3,1,1,0,0,0.23782484233379364,0.23782484233379364,0.02057628333568573,0.02057628333568573,0.0,0.0
38,test,2,0,-1,0.29979026317596436,3,3,0,0,0,0,0.26216885447502136,0.26216885447502136,0.05457508563995361,0.05457508563995361,0.0,0.0
39,test,4,1,1,0.6666666865348816,3,1,0,0,0,0,0.2735205888748169,0.4006158113479614,0.05037038028240204,0.02244746685028076,13.335583686828613,5.088998317718506
40,test,3,1,1,0.6666666865348816,3,1,1,0,0,1,0.24729417264461517,0.4021858870983124,0.03699970245361328,0.027969568967819214,12.792707443237305,4.874603271484375
41,test,4,0,-1,0.33981195092201233,3,3,0,0,0,0,0.2346021980047226,0.2346021980047226,0.01475861668586731,0.01475861668586731,0.0,0.0
42,test,3,0,-1,0.5931822061538696,0,0,0,0,0,0,0.2563892602920532,0.2563892602920532,0.04997102916240692,0.04997102916240692,0.0,0.0
43,test,2,1,1,0.6666666865348816,3,1,0,0,0,0,0.27235376834869385,0.40207639336586,0.05824632942676544,0.03922298550605774,12.844765663146973,4.891834259033203
44,test,3,0,-1,0.23246335983276367,4,4,0,0,0,0,0.22863617539405823,0.22863617539405823,0.013266876339912415,0.013266876339912415,0.0,0.0
45,test,1,0,-1,0.48130902647972107,3,3,0,0,0,0,0.23921170830726624,0.23921170830726624,0.0199785977602005,0.0199785977602005,0.0,0.0
46,test,0,0,-1,0.22049669921398163,3,3,0,0,0,0,0.2254185974597931,0.2254185974597931,0.01984885334968567,0.01984885334968567,0.0,0.0
47,test,4,1,1,0.6666666865348816,3,1,0,0,0,0,0.3014903664588928,0.37063610553741455,0.10642245411872864,0.009628117084503174,13.06257152557373,4.997997283935547
48,test,3,1,5,0.6666666865348816,2,2,0,0,0,0,0.4069390296936035,0.7906594276428223,0.23489855229854584,0.5869677662849426,12.834407806396484,5.2490129470825195
