node_id,split,label,pool,prompt_top1,structural_score,pred_off,pred_on,correct_off,correct_on,fixed_by_prompt,broken_by_prompt,confidence_off,confidence_on,margin_off,margin_on,h_delta_norm,logit_delta_norm
0,test,0,1,1,0.6666666865348816,0,0,1,1,0,0,0.3947238326072693,0.620037317276001,0.1406550109386444,0.29769468307495117,6.381598949432373,3.0964884757995605
1,test,3,0,-1,0.14865927398204803,2,2,0,0,0,0,0.26320576667785645,0.26320576667785645,0.03894264996051788,0.03894264996051788,0.0,0.0
2,test,3,1,1,0.6666666865348816,4,1,0,0,0,0,0.2189973145723343,0.5375573635101318,0.013331353664398193,0.18709182739257812,5.644957065582275,2.7251155376434326
3,test,4,1,1,0.6666666865348816,3,1,0,0,0,0,0.23153898119926453,0.39902323484420776,0.023533225059509277,0.07100632786750793,3.5620386600494385,1.633144736289978
4,test,2,1,1,0.6666666865348816,2,1,1,0,0,1,0.221709743142128,0.40781617164611816,0.0033067911863327026,0.04695624113082886,4.02637243270874,1.9087399244308472
5,test,0,0,-1,0.28668710589408875,0,0,1,1,0,0,0.23577217757701874,0.23577217757701874,0.027027055621147156,0.027027055621147156,0.0,0.0
6,test,2,0,-1,0.6666666865348816,0,0,0,0,0,0,0.2658556401729584,0.2658556401729584,0.054101839661598206,0.054101839661598206,0.0,0.0
7,test,2,0,-1,0.6666666865348816,2,2,1,1,0,0,0.21121875941753387,0.21121875941753387,0.009191259741783142,0.009191259741783142,0.0,0.0
8,test,0,1,5,0.7726123332977295,0,0,1,1,0,0,0.8977767825126648,0.9881051778793335,0.8181619644165039,0.976778507232666,10.90296745300293,3.5440220832824707
9,test,2,0,-1,0.6666666865348816,0,0,0,0,0,0,0.21990825235843658,0.21990825235843658,0.0010136067867279053,0.0010136067867279053,0.0,0.0
10,test,1,0,-1,0.6666666865348816,3,3,0,0,0,0,0.3143788278102875,0.3143788278102875,0.13238680362701416,0.13238680362701416,0.0,0.0
11,test,0,0,-1,0.6666666865348816,2,2,0,0,0,0,0.21121875941753387,0.21121875941753387,0.009191259741783142,0.009191259741783142,0.0,0.0
12,test,2,0,-1,0.6666666865348816,0,0,0,0,0,0,0.2948763370513916,0.2948763370513916,0.07150110602378845,0.07150110602378845,0.0,0.0
13,test,0,0,-1,0.6666666865348816,0,0,1,1,0,0,0.32774779200553894,0.32774779200553894,0.10250100493431091,0.10250100493431091,0.0,0.0
14,test,1,0,-1,0.6666666865348816,2,2,0,0,0,0,0.21121875941753387,0.21121875941753387,0.009191259741783142,0.009191259741783142,0.0,0.0
15,test,4,0,-1,0.6666666865348816,3,3,0,0,0,0,0.31747159361839294,0.31747159361839294,0.14155735075473785,0.14155735075473785,0.0,0.0
16,test,4,0,-1,0.23771905899047852,2,2,0,0,0,0,0.2506597340106964,0.2506597340106964,0.018340185284614563,0.018340185284614563,0.0,0.0
17,test,4,0,-1,0.6666666865348816,3,3,0,0,0,0,0.24913637340068817,0.24913637340068817,0.033723875880241394,0.033723875880241394,0.0,0.0
18,test,1,0,-1,0.6666666865348816,1,1,1,1,0,0,0.7620350122451782,0.7620350122451782,0.6421995162963867,0.6421995162963867,0.0,0.0
19,test,0,0,-1,0.6666666865348816,2,2,0,0,0,0,0.21121875941753387,0.21121875941753387,0.009191259741783142,0.009191259741783142,0.0,0.0
20,test,3,0,-1,0.6666666865348816,3,3,1,1,0,0,0.32120048999786377,0.32120048999786377,0.14613789319992065,0.14613789319992065,0.0,0.0
21,test,0,0,-1,0.6666666865348816,2,2,0,0,0,0,0.20890527963638306,0.20890527963638306,0.008968830108642578,0.008968830108642578,0.0,0.0
22,test,2,0,-1,0.27865147590637207,3,3,0,0,0,0,0.6480827927589417,0.6480827927589417,0.5325217843055725,0.5325217843055725,0.0,0.0
23,test,0,0,-1,0.10102308541536331,2,2,0,0,0,0,0.27280667424201965,0.27280667424201965,0.05234876275062561,0.05234876275062561,0.0,0.0
24,test,1,0,-1,0.6666666865348816,2,2,0,0,0,0,0.21177706122398376,0.21177706122398376,0.00915740430355072,0.00915740430355072,0.0,0.0
25,test,1,0,-1,0.6666666865348816,2,2,0,0,0,0,0.2130640596151352,0.2130640596151352,0.00933481752872467,0.00933481752872467,0.0,0.0
26,test,2,0,-1,0.6467490792274475,2,2,1,1,0,0,0.24657344818115234,0.24657344818115234,0.002352789044380188,0.002352789044380188,0.0,0.0
27,test,3,0,-1,0.6666666865348816,3,3,1,1,0,0,0.25360360741615295,0.25360360741615295,0.043519094586372375,0.043519094586372375,0.0,0.0
28,test,2,0,-1,0.20952683687210083,2,2,1,1,0,0,0.3001485764980316,0.3001485764980316,0.0632883608341217,0.0632883608341217,0.0,0.0
29,test,2,0,-1,0.18414825201034546,2,2,1,1,0,0,0.7206916809082031,0.7206916809082031,0.5667724013328552,0.5667724013328552,0.0,0.0
30,test,2,0,-1,0.6666666865348816,2,2,1,1,0,0,0.2543376386165619,0.2543376386165619,0.04410451650619507,0.04410451650619507,0.0,0.0
31,test,0,0,-1,0.6666666865348816,0,0,1,1,0,0,0.5048131346702576,0.5048131346702576,0.23403474688529968,0.23403474688529968,0.0,0.0
32,test,2,0,-1,0.6666666865348816,2,2,1,1,0,0,0.4603942930698395,0.4603942930698395,0.21264667809009552,0.21264667809009552,0.0,0.0
33,test,2,0,-1,0.3781191408634186,0,0,0,0,0,0,0.40579092502593994,0.40579092502593994,0.050877124071121216,0.050877124071121216,0.0,0.0
34,test,3,0,-1,0.6666666865348816,3,3,1,1,0,0,0.3008711338043213,0.3008711338043213,0.10405795276165009,0.10405795276165009,0.0,0.0
35,test,1,0,-1,0.6666666865348816,4,4,0,0,0,0,0.273431658744812,0.273431658744812,0.0887034684419632,0.0887034684419632,0.0,0.0
36,test,4,0,-1,0.6666666865348816,2,2,0,0,0,0,0.2659687101840973,0.2659687101840973,0.06841930747032166,0.06841930747032166,0.0,0.0
37,val,0,0,-1,0.6666666865348816,0,0,1,1,0,0,0.34016379714012146,0.34016379714012146,0.13028378784656525,0.13028378784656525,0.0,0.0
38,test,1,0,-1,0.6666666865348816,3,3,0,0,0,0,0.26860037446022034,0.26860037446022034,0.02777525782585144,0.02777525782585144,0.0,0.0
39,test,3,0,-1,0.6666666865348816,2,2,0,0,0,0,0.24528905749320984,0.24528905749320984,0.0028171539306640625,0.0028171539306640625,0.0,0.0
40,val,3,0,-1,0.6666666865348816,2,2,0,0,0,0,0.49570316076278687,0.49570316076278687,0.30641603469848633,0.30641603469848633,0.0,0.0
41,test,0,0,-1,0.6666666865348816,2,2,0,0,0,0,0.21386337280273438,0.21386337280273438,0.012462437152862549,0.012462437152862549,0.0,0.0
42,test,0,1,3,0.6666666865348816,2,2,0,0,0,0,0.3406974673271179,0.4147171378135681,0.03781163692474365,0.09973382949829102,1.7504888772964478,0.8586357831954956
43,test,3,1,3,0.6666666865348816,3,3,1,1,0,0,0.30112290382385254,0.33186373114585876,0.1069757491350174,0.10555864870548248,1.5374799966812134,0.7468867897987366
44,train,3,1,3,0.6666666865348816,3,3,1,1,0,0,0.7804755568504333,0.8170917630195618,0.7134647369384766,0.7476131916046143,1.7518744468688965,0.8693809509277344
45,test,4,1,3,0.6666666865348816,3,4,0,1,1,0,0.2421795129776001,0.2838309109210968,0.03607255220413208,0.03147190809249878,1.5203311443328857,0.7314167618751526
46,test,3,0,-1,0.18970681726932526,3,3,1,1,0,0,0.2279396802186966,0.2279396802186966,0.011766090989112854,0.011766090989112854,0.0,0.0
47,test,2,1,1,0.6666666865348816,0,1,0,0,0,0,0.23546269536018372,0.48933109641075134,0.035827815532684326,0.07043656706809998,6.092959403991699,2.9500157833099365
48,test,2,1,3,0.6666666865348816,3,3,0,0,0,0,0.507606565952301,0.5637890696525574,0.37066414952278137,0.4130285382270813,1.763790249824524,0.874144971370697
49,test,2,1,3,0.6666666865348816,3,2,0,1,1,0,0.25420716404914856,0.27253374457359314,0.02623896300792694,0.0021626949310302734,1.5258649587631226,0.7362027764320374
50,test,4,0,-1,0.1210804358124733,4,4,1,1,0,0,0.2817451059818268,0.2817451059818268,0.06674136221408844,0.06674136221408844,0.0,0.0
51,test,1,1,1,0.6666666865348816,2,1,0,1,1,0,0.21121875941753387,0.5079746246337891,0.009191259741783142,0.14504775404930115,5.333049774169922,2.568007707595825
52,test,3,0,-1,0.07283270359039307,2,2,0,0,0,0,0.5097050070762634,0.5097050070762634,0.3294123411178589,0.3294123411178589,0.0,0.0
53,test,2,1,3,0.6666666865348816,3,3,0,0,0,0,0.2798703908920288,0.28730958700180054,0.05119584500789642,0.003962427377700806,1.7748847007751465,0.8674412369728088
54,test,3,1,3,0.6666666865348816,2,2,0,0,0,0,0.241096630692482,0.28650644421577454,0.013146445155143738,0.04346315562725067,1.5189927816390991,0.7276259064674377
55,test,1,1,3,0.6666666865348816,3,3,0,0,0,0,0.2678755521774292,0.29076001048088074,0.0754786878824234,0.04806976020336151,1.4984633922576904,0.722561776638031
