node_id,label,ce_no_prompt,ce_prompt,delta_ce,benefited,primary_prompt_slot,acceptance_gate,structural_score
10,1,0.10207396745681763,0.08088869601488113,0.021185271441936493,True,6,1.0,0.6666666865348816
32,2,0.011676421388983727,0.00920114666223526,0.0024752747267484665,True,6,1.0,0.6666666865348816
153,2,0.07983067631721497,0.06982728838920593,0.010003387928009033,True,6,1.0,0.46992483735084534
155,3,0.3469420373439789,0.26655489206314087,0.08038714528083801,True,6,1.0,0.6666666865348816
158,2,0.17111867666244507,0.14209900796413422,0.029019668698310852,True,6,1.0,0.6666666865348816
163,3,0.4213084578514099,0.329244464635849,0.09206399321556091,True,6,1.0,0.6666666865348816
165,4,0.4863763749599457,0.38534748554229736,0.10102888941764832,True,6,1.0,0.6666666865348816
174,2,0.13711436092853546,0.1265556514263153,0.010558709502220154,True,6,1.0,0.5028358697891235
197,2,0.021504100412130356,0.019007330760359764,0.0024967696517705917,True,6,1.0,0.32294467091560364
210,3,0.33737608790397644,0.25959932804107666,0.07777675986289978,True,6,1.0,0.6666666865348816
244,3,0.43210065364837646,0.33272552490234375,0.09937512874603271,True,6,1.0,0.6666666865348816
310,3,0.8226365447044373,0.7566108107566833,0.0660257339477539,True,6,1.0,0.025516601279377937
315,2,1.569762945175171,1.7555876970291138,-0.18582475185394287,False,6,1.0,0.6666666865348816
362,3,0.242190882563591,0.18448935449123383,0.05770152807235718,True,6,1.0,0.6666666865348816
420,3,0.2514980733394623,0.192622572183609,0.05887550115585327,True,6,1.0,0.6666666865348816
452,2,0.016987180337309837,0.013856641948223114,0.0031305383890867233,True,6,1.0,0.6666666865348816
459,0,0.012785838916897774,0.01056860201060772,0.0022172369062900543,True,6,1.0,0.8474025726318359
494,1,0.021310871466994286,0.016225198283791542,0.0050856731832027435,True,6,1.0,0.6666666865348816
502,3,0.3433367609977722,0.26327943801879883,0.08005732297897339,True,6,1.0,0.6666666865348816
503,1,0.05496163293719292,0.04245084151625633,0.012510791420936584,True,6,1.0,0.6666666865348816
505,1,1.5692024230957031,1.4097113609313965,0.15949106216430664,True,6,1.0,0.2521149814128876
511,2,0.1550852507352829,0.1376388818025589,0.017446368932724,True,6,1.0,0.1657392680644989
518,2,0.31459474563598633,0.2667866349220276,0.04780811071395874,True,6,1.0,0.6666666865348816
537,0,0.020726405084133148,0.016054408624768257,0.004671996459364891,True,6,1.0,0.6666666865348816
548,1,0.0292721688747406,0.023046961054205894,0.006225207820534706,True,6,1.0,0.6666666865348816
560,1,0.021409006789326668,0.01635655388236046,0.005052452906966209,True,6,1.0,0.6666666865348816
579,4,0.4016667306423187,0.31577029824256897,0.08589643239974976,True,6,1.0,0.6666666865348816
624,2,0.0898783877491951,0.07668376713991165,0.013194620609283447,True,6,1.0,0.6666666865348816
640,1,0.20658843219280243,0.16935907304286957,0.03722935914993286,True,6,1.0,0.30591079592704773
642,1,0.019817451015114784,0.015199551358819008,0.004617899656295776,True,6,1.0,0.6666666865348816
650,2,0.015341021120548248,0.01330779679119587,0.002033224329352379,True,6,1.0,0.6248930096626282
666,3,0.3142514228820801,0.25178763270378113,0.06246379017829895,True,6,1.0,0.03530734404921532
688,0,0.009858372621238232,0.007603277452290058,0.0022550951689481735,True,6,1.0,0.6666666865348816
703,3,0.39846116304397583,0.30825576186180115,0.09020540118217468,True,6,1.0,0.6666666865348816
711,0,0.004500498529523611,0.003960030153393745,0.0005404683761298656,True,6,1.0,0.7003092765808105
739,1,0.015799693763256073,0.012014287523925304,0.0037854062393307686,True,6,1.0,0.6666666865348816
756,1,0.02938932180404663,0.02308284118771553,0.0063064806163311005,True,6,1.0,0.6666666865348816
758,3,0.21542935073375702,0.16377222537994385,0.05165712535381317,True,6,1.0,0.6666666865348816
779,3,0.1102365031838417,0.08271444588899612,0.02752205729484558,True,6,1.0,0.6666666865348816
834,2,0.16178326308727264,0.1316608041524887,0.030122458934783936,True,6,1.0,0.6666666865348816
860,4,0.5207144021987915,0.4176703989505768,0.10304400324821472,True,6,1.0,0.6666666865348816
864,0,1.7291595935821533,1.5793670415878296,0.14979255199432373,True,6,1.0,0.6666666865348816
867,4,0.17675144970417023,0.13646705448627472,0.04028439521789551,True,6,1.0,0.19437409937381744
891,3,0.3686123192310333,0.28199875354766846,0.08661356568336487,True,6,1.0,0.6666666865348816
893,2,0.5199092626571655,0.46136346459388733,0.0585457980632782,True,6,1.0,0.08444639295339584
894,1,0.057446420192718506,0.043791063129901886,0.01365535706281662,True,6,1.0,0.6666666865348816
900,4,0.35487666726112366,0.29279249906539917,0.06208416819572449,True,6,1.0,0.12400785088539124
957,2,0.37995222210884094,0.3253394365310669,0.05461278557777405,True,6,1.0,0.6666666865348816
1026,0,1.7291595935821533,1.5793670415878296,0.14979255199432373,True,6,1.0,0.6666666865348816
1044,0,0.03679618611931801,0.030596166849136353,0.006200019270181656,True,6,1.0,0.5633921027183533
1059,0,1.7291595935821533,1.5793670415878296,0.14979255199432373,True,6,1.0,0.6666666865348816
1082,3,0.34760236740112305,0.26905474066734314,0.07854762673377991,True,6,1.0,0.6666666865348816
1096,0,0.004408997017890215,0.0034248526208102703,0.0009841443970799446,True,6,1.0,0.6666666865348816
1106,3,1.0925049781799316,1.017473816871643,0.07503116130828857,True,6,1.0,0.1092083752155304
1121,0,0.005952132865786552,0.0046017225831747055,0.001350410282611847,True,6,1.0,0.6666666865348816
1141,2,0.4358697235584259,0.38719627261161804,0.04867345094680786,True,6,1.0,0.045268893241882324
1142,0,0.044676896184682846,0.037904150784015656,0.0067727454006671906,True,6,1.0,0.5464616417884827
1159,3,0.7315844297409058,0.6042883992195129,0.12729603052139282,True,6,1.0,0.6666666865348816
1201,4,0.13619358837604523,0.10400544852018356,0.032188139855861664,True,6,1.0,0.03803655505180359
1206,4,0.319065123796463,0.2450413852930069,0.07402373850345612,True,6,1.0,0.6666666865348816
1212,2,0.11440269649028778,0.09165855497121811,0.02274414151906967,True,6,1.0,0.6666666865348816
1243,2,0.02033773809671402,0.016236457973718643,0.004101280122995377,True,6,1.0,0.6666666865348816
1256,4,0.5111604332923889,0.4065893292427063,0.10457110404968262,True,6,1.0,0.6666666865348816
1318,1,0.3029627799987793,0.2470269352197647,0.05593584477901459,True,6,1.0,0.6666666865348816
1352,0,0.00856984592974186,0.006649747025221586,0.0019200989045202732,True,6,1.0,0.6666666865348816
