node_id,split,label,pool,prompt_top1,structural_score,pred_off,pred_on,correct_off,correct_on,fixed_by_prompt,broken_by_prompt,confidence_off,confidence_on,margin_off,margin_on,h_delta_norm,logit_delta_norm
0,test,3,1,0,0.6666666865348816,3,3,1,1,0,0,0.3457625210285187,0.7745946645736694,0.08736684918403625,0.6608688831329346,8.810494422912598,3.897792339324951
1,test,3,1,0,0.6666666865348816,2,4,0,0,0,0,0.2478199154138565,0.7497923374176025,0.02696526050567627,0.5352306365966797,10.907112121582031,5.135941028594971
2,test,3,0,-1,0.36406436562538147,2,2,0,0,0,0,0.22534596920013428,0.22534596920013428,0.014954492449760437,0.014954492449760437,0.0,0.0
3,test,3,0,-1,0.5375421643257141,0,0,0,0,0,0,0.38290899991989136,0.38290899991989136,0.0547826886177063,0.0547826886177063,0.0,0.0
4,test,1,1,2,0.6666666865348816,2,1,0,1,1,0,0.3031007647514343,0.8697605133056641,0.08700348436832428,0.7663537263870239,9.247163772583008,4.116568088531494
5,test,2,1,0,0.6666666865348816,3,3,0,0,0,0,0.31923288106918335,0.7341741919517517,0.06728971004486084,0.5474782586097717,9.59415054321289,4.3477935791015625
6,val,2,0,-1,0.28021004796028137,3,3,0,0,0,0,0.33785927295684814,0.33785927295684814,0.09525522589683533,0.09525522589683533,0.0,0.0
7,test,4,0,-1,0.29258543252944946,3,3,0,0,0,0,0.3521207571029663,0.3521207571029663,0.12296275794506073,0.12296275794506073,0.0,0.0
8,test,1,0,-1,0.29170969128608704,3,3,0,0,0,0,0.29120156168937683,0.29120156168937683,0.07172606885433197,0.07172606885433197,0.0,0.0
9,test,1,1,2,0.6666666865348816,1,1,1,1,0,0,0.339267373085022,0.9969449639320374,0.12204816937446594,0.9953991770744324,16.465938568115234,7.814417362213135
10,test,1,0,-1,0.22850696742534637,3,3,0,0,0,0,0.4486674666404724,0.4486674666404724,0.20793218910694122,0.20793218910694122,0.0,0.0
