node_id,split,label,pool,prompt_top1,structural_score,pred_off,pred_on,correct_off,correct_on,fixed_by_prompt,broken_by_prompt,confidence_off,confidence_on,margin_off,margin_on,h_delta_norm,logit_delta_norm
0,test,0,1,1,0.6666666865348816,0,3,1,0,0,1,0.3353104293346405,0.4976518154144287,0.1065082997083664,0.056421488523483276,19.853239059448242,10.489123344421387
1,test,3,0,-1,0.12756793200969696,2,2,0,0,0,0,0.22622090578079224,0.22622090578079224,0.021540164947509766,0.021540164947509766,0.0,0.0
2,test,3,1,1,0.6666666865348816,4,4,0,0,0,0,0.21479147672653198,0.5659319758415222,0.009001657366752625,0.18124935030937195,9.285123825073242,3.6166164875030518
3,test,4,1,1,0.6666666865348816,3,4,0,1,1,0,0.2302238643169403,0.7022669315338135,0.025886207818984985,0.5627790689468384,10.247347831726074,4.320046901702881
4,test,2,1,1,0.6666666865348816,3,4,0,0,0,0,0.20652318000793457,0.6161069273948669,0.0013155490159988403,0.3052316904067993,9.27472972869873,3.57979154586792
5,test,0,0,-1,0.38365721702575684,0,0,1,1,0,0,0.22539366781711578,0.22539366781711578,0.012462422251701355,0.012462422251701355,0.0,0.0
6,test,2,1,1,0.6666666865348816,0,3,0,0,0,0,0.23725059628486633,0.6054051518440247,0.027539581060409546,0.28795894980430603,18.70975112915039,9.866713523864746
7,test,2,1,3,0.6666666865348816,1,0,0,0,0,0,0.20720836520195007,0.6607933640480042,0.0005746185779571533,0.48583489656448364,11.812826156616211,5.570337772369385
8,test,0,1,1,0.8366395831108093,0,0,1,1,0,0,0.7752541303634644,0.9194478392601013,0.5690063238143921,0.8667356967926025,18.220123291015625,7.736259460449219
9,test,2,1,1,0.6666666865348816,0,4,0,0,0,0,0.2229965180158615,0.42755261063575745,0.0060441941022872925,0.12764132022857666,13.76327133178711,6.661856174468994
10,test,1,1,1,0.6666666865348816,3,4,0,0,0,0,0.26492834091186523,0.46708035469055176,0.06715041399002075,0.11682438850402832,13.202521324157715,6.327867031097412
11,test,0,1,3,0.6666666865348816,1,0,0,1,1,0,0.20720836520195007,0.6607933640480042,0.0005746185779571533,0.48583489656448364,11.812826156616211,5.570337772369385
12,test,2,1,1,0.6666666865348816,0,3,0,0,0,0,0.2871055006980896,0.4896489977836609,0.0597233921289444,0.07150587439537048,18.767271041870117,9.897773742675781
13,test,0,1,1,0.6666666865348816,0,3,1,0,0,1,0.3149707019329071,0.4781067669391632,0.08373439311981201,0.03748863935470581,19.580036163330078,10.336698532104492
14,test,1,0,-1,0.6666666865348816,1,1,1,1,0,0,0.20720836520195007,0.20720836520195007,0.0005746185779571533,0.0005746185779571533,0.0,0.0
15,test,4,0,-1,0.6666666865348816,3,3,0,0,0,0,0.28902947902679443,0.28902947902679443,0.08818614482879639,0.08818614482879639,0.0,0.0
16,test,4,0,-1,0.2168142944574356,2,2,0,0,0,0,0.2399807870388031,0.2399807870388031,0.010340884327888489,0.010340884327888489,0.0,0.0
17,test,4,0,-1,0.6666666865348816,3,3,0,0,0,0,0.2318500578403473,0.2318500578403473,0.031016170978546143,0.031016170978546143,0.0,0.0
18,test,1,0,-1,0.6666666865348816,1,1,1,1,0,0,0.6035750508308411,0.6035750508308411,0.3983001410961151,0.3983001410961151,0.0,0.0
19,test,0,0,-1,0.6666666865348816,1,1,0,0,0,0,0.20720836520195007,0.20720836520195007,0.0005746185779571533,0.0005746185779571533,0.0,0.0
20,test,3,0,-1,0.6666666865348816,3,3,1,1,0,0,0.27477559447288513,0.27477559447288513,0.07568804919719696,0.07568804919719696,0.0,0.0
21,test,0,0,-1,0.6666666865348816,1,1,0,0,0,0,0.20723068714141846,0.20723068714141846,0.0017994940280914307,0.0017994940280914307,0.0,0.0
22,test,2,0,-1,0.20943117141723633,3,3,0,0,0,0,0.5320323705673218,0.5320323705673218,0.38304659724235535,0.38304659724235535,0.0,0.0
