node_id,split,label,pool,prompt_top1,structural_score,pred_off,pred_on,correct_off,correct_on,fixed_by_prompt,broken_by_prompt,confidence_off,confidence_on,margin_off,margin_on,h_delta_norm,logit_delta_norm
0,test,3,1,1,0.6666666865348816,3,0,1,0,0,1,0.20595940947532654,0.31712806224823,0.005136370658874512,0.05875658988952637,4.058269500732422,1.1300126314163208
1,test,3,1,1,0.6666666865348816,3,0,1,0,0,1,0.22178031504154205,0.36386337876319885,0.016077667474746704,0.09043481945991516,5.654373645782471,1.675972819328308
2,test,3,0,-1,0.49756598472595215,0,0,0,0,0,0,0.20451410114765167,0.20451410114765167,0.003059104084968567,0.003059104084968567,0.0,0.0
3,test,3,0,-1,0.4756433069705963,3,3,1,1,0,0,0.2320125252008438,0.2320125252008438,0.030945315957069397,0.030945315957069397,0.0,0.0
4,test,1,1,1,0.6666666865348816,1,0,1,0,0,1,0.22122006118297577,0.35315966606140137,0.006366997957229614,0.06137096881866455,5.621401786804199,1.662846565246582
5,test,2,1,1,0.6666666865348816,4,0,0,0,0,0,0.21546341478824615,0.2930264472961426,0.007074862718582153,0.05179871618747711,2.9743552207946777,0.7589598298072815
6,test,2,0,-1,0.4452240765094757,3,3,0,0,0,0,0.21152761578559875,0.21152761578559875,0.004831075668334961,0.004831075668334961,0.0,0.0
7,test,4,0,-1,0.3268226683139801,3,3,0,0,0,0,0.25563719868659973,0.25563719868659973,0.050897255539894104,0.050897255539894104,0.0,0.0
8,test,1,0,-1,0.4568290412425995,0,0,0,0,0,0,0.21472853422164917,0.21472853422164917,0.007022365927696228,0.007022365927696228,0.0,0.0
9,test,1,0,-1,0.6666666865348816,2,2,0,0,0,0,0.3100086748600006,0.3100086748600006,0.11564458906650543,0.11564458906650543,0.0,0.0
10,test,1,0,-1,0.2970128655433655,3,3,0,0,0,0,0.2707439064979553,0.2707439064979553,0.06168074905872345,0.06168074905872345,0.0,0.0
11,test,1,0,-1,0.23199087381362915,0,0,0,0,0,0,0.2053971141576767,0.2053971141576767,0.0033955127000808716,0.0033955127000808716,0.0,0.0
12,test,0,0,-1,0.43904438614845276,3,3,0,0,0,0,0.2250978946685791,0.2250978946685791,0.016504287719726562,0.016504287719726562,0.0,0.0
13,test,0,0,-1,0.41200175881385803,3,3,0,0,0,0,0.23884718120098114,0.23884718120098114,0.029629230499267578,0.029629230499267578,0.0,0.0
