node_id,split,label,pool,prompt_top1,structural_score,pred_off,pred_on,correct_off,correct_on,fixed_by_prompt,broken_by_prompt,confidence_off,confidence_on,margin_off,margin_on,h_delta_norm,logit_delta_norm
0,test,1,1,7,0.6666666865348816,0,1,0,1,1,0,0.21490754187107086,0.36827048659324646,0.007899299263954163,0.04239058494567871,7.600730895996094,2.551316976547241
1,test,3,1,3,0.6666666865348816,4,4,0,0,0,0,0.217837855219841,0.2561684846878052,0.005785644054412842,2.5570392608642578e-05,3.19956374168396,0.5047298073768616
2,test,0,0,-1,0.32554128766059875,0,0,1,1,0,0,0.28900936245918274,0.28900936245918274,0.09812691807746887,0.09812691807746887,0.0,0.0
3,test,0,1,3,0.6666666865348816,4,4,0,0,0,0,0.29855936765670776,0.5286567807197571,0.021496325731277466,0.09025675058364868,8.951191902160645,3.477447509765625
4,test,4,1,7,0.6666666865348816,0,1,0,0,0,0,0.23320762813091278,0.37034547328948975,0.025164306163787842,0.027890503406524658,9.174935340881348,3.1982128620147705
5,test,0,0,-1,0.4488038718700409,0,0,1,1,0,0,0.26115331053733826,0.26115331053733826,0.052148476243019104,0.052148476243019104,0.0,0.0
6,test,2,0,-1,0.6666666865348816,1,1,0,0,0,0,0.23990684747695923,0.23990684747695923,0.035115569829940796,0.035115569829940796,0.0,0.0
7,test,0,0,-1,0.6666666865348816,0,0,1,1,0,0,0.26253074407577515,0.26253074407577515,0.05749179422855377,0.05749179422855377,0.0,0.0
8,test,0,0,-1,0.6666666865348816,3,3,0,0,0,0,0.210740327835083,0.210740327835083,0.008461013436317444,0.008461013436317444,0.0,0.0
9,test,2,0,-1,0.6666666865348816,0,0,0,0,0,0,0.23571498692035675,0.23571498692035675,0.03496478497982025,0.03496478497982025,0.0,0.0
10,test,1,0,-1,0.6666666865348816,0,0,0,0,0,0,0.24704574048519135,0.24704574048519135,0.016390889883041382,0.016390889883041382,0.0,0.0
11,test,2,0,-1,0.6666666865348816,3,3,0,0,0,0,0.21965107321739197,0.21965107321739197,0.0001690387725830078,0.0001690387725830078,0.0,0.0
12,test,4,0,-1,0.6666666865348816,3,3,0,0,0,0,0.22888430953025818,0.22888430953025818,0.012345507740974426,0.012345507740974426,0.0,0.0
13,test,3,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21472404897212982,0.21472404897212982,0.002160966396331787,0.002160966396331787,0.0,0.0
14,test,0,0,-1,0.3782747685909271,0,0,1,1,0,0,0.5605334639549255,0.5605334639549255,0.4229964017868042,0.4229964017868042,0.0,0.0
15,test,0,0,-1,0.6666666865348816,3,3,0,0,0,0,0.2385491281747818,0.2385491281747818,0.008100450038909912,0.008100450038909912,0.0,0.0
16,test,4,0,-1,0.6666666865348816,3,3,0,0,0,0,0.21380895376205444,0.21380895376205444,0.008107885718345642,0.008107885718345642,0.0,0.0
17,test,1,0,-1,0.6666666865348816,1,1,1,1,0,0,0.2771385610103607,0.2771385610103607,0.08094266057014465,0.08094266057014465,0.0,0.0
18,test,1,1,7,0.6666666865348816,1,1,1,1,0,0,0.22649122774600983,0.4416590929031372,0.021345138549804688,0.1376129686832428,9.277962684631348,3.2360856533050537
19,test,1,1,3,0.6666666865348816,0,4,0,0,0,0,0.2254629284143448,0.48393023014068604,0.0016317367553710938,0.06493726372718811,7.403022289276123,2.8480708599090576
20,test,0,0,-1,0.20795172452926636,3,3,0,0,0,0,0.2351205050945282,0.2351205050945282,0.014447644352912903,0.014447644352912903,0.0,0.0
21,test,2,1,7,0.6666666865348816,0,1,0,0,0,0,0.24333375692367554,0.37259477376937866,0.031628236174583435,0.015545040369033813,10.459943771362305,3.7478761672973633
22,test,1,1,7,0.6666666865348816,0,1,0,1,1,0,0.23751477897167206,0.31297653913497925,0.04253573715686798,0.056329965591430664,4.475666046142578,1.09480619430542
23,test,2,1,7,0.6666666865348816,0,1,0,0,0,0,0.2143382579088211,0.38193005323410034,0.009078770875930786,0.06371709704399109,7.614415645599365,2.5540733337402344
24,test,1,1,3,0.6666666865348816,0,3,0,0,0,0,0.2981525659561157,0.2849423289299011,0.09932591021060944,0.04681846499443054,3.3909459114074707,0.7500657439231873
25,test,2,0,-1,0.33548304438591003,0,0,0,0,0,0,0.6234467625617981,0.6234467625617981,0.5127752423286438,0.5127752423286438,0.0,0.0
26,test,2,1,3,0.6666666865348816,0,4,0,0,0,0,0.22632484138011932,0.4467166066169739,0.00977720320224762,0.0057676732540130615,7.057878017425537,2.70802640914917
27,test,0,1,7,0.6666666865348816,2,2,0,0,0,0,0.2385595291852951,0.39990848302841187,0.02737484872341156,0.012882441282272339,10.589132308959961,3.790919542312622
28,test,1,1,7,0.6666666865348816,0,2,0,0,0,0,0.2868075966835022,0.35711291432380676,0.06797900795936584,0.009622812271118164,10.803750038146973,3.886373996734619
29,test,3,1,3,0.6666666865348816,4,4,0,0,0,0,0.28162065148353577,0.567968487739563,0.07201798260211945,0.22535598278045654,7.2749104499816895,2.797154426574707
30,test,0,0,-1,0.21910220384597778,0,0,1,1,0,0,0.277025431394577,0.277025431394577,0.05804887413978577,0.05804887413978577,0.0,0.0
31,test,4,1,3,0.6666666865348816,0,4,0,1,1,0,0.2724694609642029,0.45873719453811646,0.06515030562877655,0.06660029292106628,6.508814334869385,2.4800806045532227
32,test,0,0,-1,0.31391796469688416,0,0,1,1,0,0,0.23894540965557098,0.23894540965557098,0.02312310039997101,0.02312310039997101,0.0,0.0
33,test,0,1,3,0.6666666865348816,2,4,0,0,0,0,0.232671856880188,0.527972936630249,0.0032687336206436157,0.15560144186019897,7.785649299621582,3.0284767150878906
34,test,1,1,3,0.6666666865348816,4,4,0,0,0,0,0.23156006634235382,0.46894052624702454,0.019976094365119934,0.06506192684173584,6.48340368270874,2.4605863094329834
35,test,0,0,-1,0.25030314922332764,0,0,1,1,0,0,0.2288684993982315,0.2288684993982315,0.023587360978126526,0.023587360978126526,0.0,0.0
36,test,1,1,3,0.6666666865348816,4,4,0,0,0,0,0.23243966698646545,0.4812075197696686,0.0011689364910125732,0.039720892906188965,7.749202728271484,2.9825124740600586
37,test,3,0,-1,0.1902344822883606,0,0,0,0,0,0,0.21173399686813354,0.21173399686813354,0.005746975541114807,0.005746975541114807,0.0,0.0
38,test,4,1,3,0.6666666865348816,4,3,1,0,0,1,0.21642889082431793,0.30836236476898193,0.0017361491918563843,0.003457784652709961,3.537381887435913,0.8930161595344543
39,test,4,1,3,0.6666666865348816,0,3,0,0,0,0,0.3213616907596588,0.41129860281944275,0.13342945277690887,0.022736400365829468,5.933640480041504,2.220688819885254
40,test,4,1,3,0.6666666865348816,3,3,0,0,0,0,0.22450987994670868,0.3505716025829315,0.023893505334854126,0.04247424006462097,3.852762222290039,1.1252496242523193
41,test,1,1,7,0.6666666865348816,0,1,0,1,1,0,0.23692545294761658,0.42016780376434326,0.011682942509651184,0.10333681106567383,10.550207138061523,3.770443916320801
42,test,4,1,3,0.6666666865348816,0,4,0,1,1,0,0.25608721375465393,0.45903709530830383,0.032930463552474976,0.08915099501609802,5.920104026794434,2.215514898300171
43,test,3,1,7,0.6666666865348816,0,1,0,0,0,0,0.22428588569164276,0.2949126660823822,0.018487438559532166,0.06161093711853027,3.8800079822540283,0.7529904246330261
44,test,2,0,-1,0.14066411554813385,3,3,0,0,0,0,0.2363070398569107,0.2363070398569107,0.02099531888961792,0.02099531888961792,0.0,0.0
45,test,1,1,3,0.6666666865348816,3,3,0,0,0,0,0.21608103811740875,0.3697279989719391,0.004158183932304382,0.00901755690574646,4.448307037353516,1.4809072017669678
46,test,4,1,3,0.6666666865348816,3,4,0,1,1,0,0.21662278473377228,0.44787272810935974,0.002806529402732849,0.018367230892181396,6.679849147796631,2.545809268951416
47,test,0,1,3,0.6666666865348816,3,3,0,0,0,0,0.22974775731563568,0.4374263882637024,0.022628232836723328,0.02774795889854431,5.988874435424805,2.2351911067962646
48,test,0,1,3,0.6666666865348816,3,3,0,0,0,0,0.22058628499507904,0.35819074511528015,0.005301386117935181,0.01224181056022644,4.146193981170654,1.3068562746047974
49,test,2,1,7,0.6666666865348816,3,1,0,0,0,0,0.22280073165893555,0.40435346961021423,0.01695828139781952,0.11077526211738586,6.7655253410339355,2.189624071121216
50,test,1,1,7,0.6666666865348816,0,0,0,0,0,0,0.33573219180107117,0.34468212723731995,0.13579906523227692,0.0038447976112365723,10.848904609680176,3.9144866466522217
51,test,3,1,7,0.6666666865348816,0,1,0,0,0,0,0.21725307404994965,0.3275832235813141,0.006080269813537598,0.08227156102657318,4.793044567108154,1.264743685722351
52,test,4,1,3,0.6666666865348816,0,3,0,0,0,0,0.23892627656459808,0.21981126070022583,0.03773966431617737,0.004276439547538757,3.1698005199432373,0.3501829206943512
53,test,2,1,3,0.6666666865348816,4,4,0,0,0,0,0.21661265194416046,0.48230859637260437,0.001837417483329773,0.06718453764915466,7.373852729797363,2.839625358581543
54,test,3,0,-1,0.14752314984798431,0,0,0,0,0,0,0.24805420637130737,0.24805420637130737,0.04690870642662048,0.04690870642662048,0.0,0.0
