seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,use_class_aware_routing,use_pattern_prompt_bank,use_receiver_only_prompt,use_benefit_gate,num_class_prompt_slots,residual_prompt_count,class_key_proto_init_coverage,pattern_key_init_coverage,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,use_hard_acceptance,hard_acceptance_ratio,hard_acceptance_selected_ratio,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,acceptance_score_delta_mean,ce_delta_positive_ratio_train,ce_delta_negative_ratio_train,prompt_helpful_acceptance_precision_train,prompt_harmful_rejection_precision_train,prompt_benefit_supervision,benefit_supervised_count,benefit_positive_count,benefit_negative_count,benefit_ignored_count,mean_delta_ce_train_pool,positive_delta_ratio_train_pool,benefit_weight_delta_corr_train,benefit_label_strategy_quantile,benefit_quantile_fraction,benefit_positive_threshold,benefit_negative_threshold,benefit_delta_eps,prompt_correction_loss,prompt_anti_harm_loss,prompt_correction_supervised_count,prompt_correction_harmful_count,prompt_correction_target_norm,prompt_delta_logit_norm,prompt_delta_logit_label_alignment,harmful_prompt_delta_ratio,benefit_gate_mean,benefit_gate_min,benefit_gate_max,use_hard_receive_gate,hard_receive_ratio,hard_receive_selected_ratio,receive_gate_mean,receive_gate_min,receive_gate_max,class_route,key_proto,class_router_hit_rate_train,class_router_hit_rate_val,class_router_hit_rate_test,prompt_label_purity_train,residual_prompt_usage_ratio,same_class_route_compactness,different_class_route_separation,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,unbounded_prompt_update_norm,prompt_update_clip_ratio,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_receiver_gate_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,bounded_prompt_update,max_prompt_update_norm,prompt_update_bound_mode,receiver_version,prompt_fusion,pool_only_prompt_update,zero_init_prompt_messages,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch,diagnostic_message_scale,utility_mean_delta_ce,utility_positive_delta_ratio,utility_mean_ce_no_prompt,utility_mean_ce_prompt,utility_acceptance_delta_correlation,utility_structural_score_delta_correlation
0,50.0,0.2662705183029175,0.22084299474954605,0.26103565096855164,0.2344578504562378,0.4874703288078308,0.9998196959495544,0.2,0.23960526287555695,0.05026315897703171,8,3642,0.05742891877889633,0.05742891877889633,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33404552936553955,0.34318336844444275,0.3227710723876953,0.9997122287750244,0.002202236093580723,0.2678348124027252,0.1613997370004654,0.8867051005363464,0.0,1.0,0.2678348124027252,0.006150238215923309,0.14790816605091095,81.0,70.0,11.0,301.0,0.8641975522041321,9.404398588230833e-05,0.18324607329842932,0.028795811518324606,0.9423076923076923,0.27586206896551724,0.046144597232341766,66.0,63.0,3.0,316.0,0.00015940247976686805,0.1649214659685864,0.5742126107215881,1.0,0.2,0.0,0.0,0.0001,0.10108628869056702,0.0,47.0,0.0,0.7119752764701843,0.0002733536821324378,0.00020007250714115798,0.0,0.32456865906715393,0.2636573016643524,0.9495623111724854,1.0,0.15000000596046448,0.15046676993370056,0.09663915634155273,0.04430008679628372,0.8340799808502197,0.0,0.0,0.0,0.0,0.0,0.211361668796636,1.0000000298023224,0.03997321426868439,0.05563991516828537,0.34749290347099304,0.93881756067276,9.817096724873409e-06,0.0001748902432154864,0.0,9.827430403674953e-06,0.0,3.9268386899493635e-05,9.817096724873409e-06,0.0,0.1411682814359665,0.05757463723421097,0.2247619330883026,0.2247619330883026,0.25,0.25,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,9.827430403674953e-06,0.0,0.0,0.0,"[30019, 0, 3642]",0.0,0.0,2.3793429136276245e-05,False,80,0.25,7.016085874056444e-05,0.17277486622333527,0.7218642234802246,0.721794068813324,0.7022469639778137,0.06516215205192566
0,50.0,0.2669779360294342,0.22296714782714844,0.2604697346687317,0.2341134637594223,0.4873882532119751,0.9998202323913574,0.2,0.2398684173822403,0.05026315897703171,8,3646,0.05744439363479614,0.05744439363479614,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.32619014382362366,0.339657187461853,0.3341526389122009,0.9998745918273926,0.002676645526662469,0.25699329376220703,0.15760916471481323,0.8581559062004089,0.0,1.0,0.25699329376220703,0.006669517140835524,0.13441896438598633,84.0,75.0,9.0,298.0,0.8928571343421936,0.000336643832270056,0.19633507853403143,0.02356020942408377,0.9130434782608695,0.13157894736842105,0.0979330912232399,76.0,70.0,6.0,306.0,0.00029583985451608896,0.18324607329842932,0.5714600682258606,1.0,0.2,0.0,0.0,0.0001,0.1044030487537384,0.000638914352748543,56.0,3.0,0.7239311933517456,0.0009886444313451648,0.0006798851536586881,1.0,0.35315555334091187,0.2590755522251129,0.9711955189704895,1.0,0.15000000596046448,0.15030169486999512,0.10149922221899033,0.04181540384888649,0.7789121270179749,0.0,0.0,0.0,0.0,0.0,0.211361668796636,1.000000037252903,0.05837506800889969,0.07788152247667313,0.4551563858985901,0.9758777022361755,3.9139104046626016e-05,0.0003485522756818682,0.0,3.918030415661633e-05,0.0,7.827820809325203e-05,3.9139104046626016e-05,0.0,0.14118951559066772,0.05757463723421097,0.22480440139770508,0.22480440139770508,0.5,0.5,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,3.918030415661633e-05,0.0,0.0,0.0,"[30019, 0, 3646]",0.0,0.0,4.7579407691955566e-05,False,80,0.5,0.00023494911147281528,0.15445026755332947,0.7215261459350586,0.7212912440299988,0.7670742273330688,0.1106337308883667
0,65.0,0.26457270979881287,0.23109152913093567,0.25990378856658936,0.23364692330360412,0.4807724356651306,0.9957326054573059,0.2,0.23868420720100403,0.05026315897703171,8,3628,0.06028261408209801,0.06028261408209801,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.31577062606811523,0.3716650605201721,0.31256434321403503,0.9968962073326111,0.0039354413747787476,0.25113895535469055,0.03562961146235466,0.9981586337089539,0.0,1.0,0.25113895535469055,0.001322988886386156,0.1979709267616272,66.0,55.0,11.0,316.0,0.8333333134651184,0.003923320211470127,0.14397905759162305,0.028795811518324606,0.9459459459459459,0.3103448275862069,0.09689126163721085,65.0,54.0,11.0,317.0,0.001218566671013832,0.14136125654450263,0.8494465947151184,1.0,0.2,0.0,0.0,0.0001,0.06500113010406494,0.003605042351409793,54.0,10.0,0.5748823881149292,0.010142471641302109,0.008494080975651741,1.0,0.299778550863266,0.030516592785716057,0.999975323677063,1.0,0.15000000596046448,0.15049614012241364,0.12668542563915253,0.0011121693532913923,0.9978484511375427,0.0,0.0,0.0,0.0,0.0,0.22541774363828315,0.9999999701976776,0.04824897274374962,0.062311816960573196,0.45825934410095215,0.9814790487289429,0.0003640606882981956,0.0015591830015182495,0.0,0.0003644438984338194,0.0,0.0003640606882981956,0.0003640606882981956,0.0,0.14683181047439575,0.060013990849256516,0.2336496263742447,0.2336496263742447,1.0,1.0,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,0.0003644438984338194,0.0,0.0,0.0,"[30019, 0, 3628]",0.0,0.0,9.514763951301575e-05,False,80,1.0,0.0010140291415154934,0.1439790576696396,0.7231126427650452,0.7220986485481262,0.71397864818573,0.17439478635787964
0,65.0,0.2641482651233673,0.23060044646263123,0.2601867616176605,0.2334897130727768,0.48035377264022827,0.9957542419433594,0.2,0.23894736170768738,0.05026315897703171,8,3632,0.06051909551024437,0.06051909551024437,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3081461489200592,0.37756800651550293,0.31428587436676025,0.9959625005722046,0.0036358237266540527,0.28958770632743835,0.06848780065774918,0.9988409876823425,0.0,1.0,0.28958770632743835,0.011397636495530605,0.14676779508590698,76.0,61.0,15.0,306.0,0.8026315569877625,0.00693882629275322,0.15968586387434555,0.03926701570680628,0.9298245614035088,0.5789473684210527,0.1487473100423813,75.0,61.0,14.0,307.0,0.0013819157611578703,0.15968586387434555,0.6912153363227844,1.0,0.2,0.0,0.0,0.0001,0.06710868328809738,0.012993386015295982,61.0,14.0,0.5991097092628479,0.018568722531199455,0.015400747768580914,1.0,0.2698349356651306,0.014075851067900658,0.9995286464691162,1.0,0.15000000596046448,0.15033039450645447,0.13924260437488556,0.0009719065274111927,0.9983688592910767,0.0,0.0,0.0,0.0,0.0,0.2520292207792208,0.9999999888241291,0.06952399015426636,0.09589967876672745,0.49410775303840637,0.9790018200874329,0.0006932186661288142,0.001656118780374527,0.0,0.0006939483573660254,0.0,0.00038764573400840163,0.0007752914680168033,0.02398790791630745,0.14716383814811707,0.060013990849256516,0.2343136966228485,0.2343136966228485,2.0,2.0,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,0.0006939483573660254,0.0,0.0,0.0,"[30019, 0, 3632]",0.0,0.0,0.00019024312496185303,False,80,2.0,0.0012148299720138311,0.1596858650445938,0.7227503061294556,0.7215355038642883,0.7935156226158142,0.08275642991065979
0,65.0,0.26556310057640076,0.23228558599948884,0.2606112062931061,0.23427111506462098,0.4796709418296814,0.9958049654960632,0.2,0.23921053111553192,0.05026315897703171,8,3636,0.060015738010406494,0.060015738010406494,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.32841402292251587,0.34868675470352173,0.3228992223739624,0.9994992017745972,0.003821608144789934,0.25942644476890564,0.03717173635959625,0.995206892490387,0.0,1.0,0.25942644476890564,0.001243816688656807,0.09356722980737686,50.0,43.0,7.0,332.0,0.8600000143051147,0.008114418014883995,0.112565445026178,0.01832460732984293,1.0,0.4375,0.08877962827682495,50.0,43.0,7.0,332.0,0.0006884799804538488,0.112565445026178,0.8403010368347168,1.0,0.2,0.0,0.0,0.0001,0.0534934364259243,0.00488275708630681,43.0,7.0,0.5524263978004456,0.02120143361389637,0.01791897974908352,1.0,0.3895409405231476,0.18140409886837006,0.9999872446060181,1.0,0.15000000596046448,0.15016502141952515,0.1479262262582779,0.009391873143613338,0.9951004981994629,0.0,0.0,0.0,0.0,0.0,0.21821823807068344,0.9999999850988388,0.07344765961170197,0.08041539043188095,0.6008491516113281,0.9725515842437744,0.0007171385223045945,0.0009467424242757261,0.0,0.0007178934174589813,0.0,0.00022027044906280935,0.0011013522744178772,0.03548895940184593,0.14645911753177643,0.060013990849256516,0.23290425539016724,0.23290425539016724,5.0,5.0,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,0.0007178934174589813,0.0,0.0,0.0,"[30019, 0, 3636]",0.0,0.0,0.00046454742550849915,False,80,5.0,0.0014756694436073303,0.16492146253585815,0.7211939096450806,0.7197181582450867,0.7556599974632263,0.11221036314964294
1,40.0,0.2689586877822876,0.20056802853941919,0.2698075771331787,0.23812065571546553,0.49017971754074097,0.9999620914459229,0.2,0.24105262756347656,0.05026315897703171,8,3664,0.055872391909360886,0.055872391909360886,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3305475413799286,0.338467538356781,0.3309849202632904,0.9999457597732544,0.0031312918290495872,0.2979784905910492,0.2563623785972595,0.6644993424415588,0.0,1.0,0.2979784905910492,0.01137147843837738,0.2419557273387909,137.0,111.0,26.0,245.0,0.8102189898490906,6.936762656550854e-05,0.2905759162303665,0.06806282722513089,0.9230769230769231,0.3389830508474576,0.4492085874080658,154.0,77.0,77.0,228.0,0.00019896436424460262,0.20157068062827224,0.6880509257316589,1.0,0.2,0.0004950761795043945,0.0,0.0001,0.11577746272087097,0.00027167893131263554,61.0,2.0,0.7596795558929443,0.00024149099772330374,0.0001692962396191433,1.0,0.369599312543869,0.26750704646110535,0.9985415935516357,1.0,0.15000000596046448,0.1501091718673706,0.11732527613639832,0.06985963881015778,0.6272366642951965,0.0,0.0,0.0,0.0,0.0,0.21177094675712652,1.0000000298023224,0.05127103254199028,0.07776530832052231,0.34950709342956543,0.9699817895889282,1.1416723282309249e-05,0.00020807106920983642,0.0,1.1428741345298477e-05,0.0,4.5666893129236996e-05,1.1416723282309249e-05,0.0,0.13784922659397125,0.05599058419466019,0.21970786154270172,0.21970786154270172,0.25,0.25,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,1.1428741345298477e-05,0.0,0.0,0.0,"[30019, 0, 3664]",0.0,0.0,1.9650906324386597e-05,True,80,0.25,2.9121481929905713e-05,0.1701570749282837,0.7481371760368347,0.7481080889701843,0.7558015584945679,-0.01622406765818596
1,70.0,0.2726372480392456,0.23614393621683122,0.2696661055088043,0.23806981295347213,0.47769272327423096,0.9834510087966919,0.2,0.23921053111553192,0.05026315897703171,8,3636,0.06081888824701309,0.06081888824701309,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.32930195331573486,0.3391094505786896,0.33158862590789795,0.99992835521698,0.0038744406774640083,0.2661804258823395,0.05464388430118561,0.9752827882766724,0.0,1.0,0.2661804258823395,0.007697746157646179,0.10546250641345978,69.0,60.0,9.0,313.0,0.8695651888847351,0.0009111788240261376,0.15706806282722513,0.02356020942408377,1.0,0.391304347826087,0.0594925582408905,68.0,60.0,8.0,314.0,0.0006551112164743245,0.15706806282722513,0.7531808614730835,1.0,0.2,0.0,0.0,0.0001,0.03187555447220802,0.0012226650724187493,60.0,6.0,0.4112910032272339,0.003797966055572033,0.0028036271687597036,1.0,0.38568493723869324,0.03399605676531792,0.9934219717979431,1.0,0.15000000596046448,0.15016502141952515,0.1440289169549942,0.0020539918914437294,0.9619693160057068,0.0,0.0,0.0,0.0,0.0,0.24768699504821476,1.0000000223517418,0.04515736922621727,0.06203263998031616,0.5527195334434509,0.9925925731658936,0.00010373846453148872,0.0008821221999824047,0.0,0.00010384766210336238,0.0,0.00020747692906297743,0.00010373846453148872,0.0,0.14814217388629913,0.060844000428915024,0.23544034361839294,0.23544034361839294,0.5,0.5,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,0.00010384766210336238,0.0,0.0,0.0,"[30019, 0, 3636]",0.0,0.0,3.9268285036087036e-05,False,80,0.5,0.0001268900668947026,0.16753926873207092,0.7492825984954834,0.7491558194160461,0.49812525510787964,0.0213216170668602
1,70.0,0.2729201912879944,0.23630007803440095,0.2700905501842499,0.2385258823633194,0.47764110565185547,0.9834372401237488,0.2,0.23868420720100403,0.05026315897703171,8,3628,0.06132029369473457,0.06132029369473457,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3295004367828369,0.3401831090450287,0.3303164541721344,0.9999034404754639,0.0036999036092311144,0.24849434196949005,0.04587448760867119,0.9605458378791809,0.0,1.0,0.24849434196949005,0.0030567103531211615,0.14651009440422058,75.0,59.0,16.0,307.0,0.7866666913032532,0.004822486080229282,0.1544502617801047,0.041884816753926704,0.9622641509433962,0.6363636363636364,0.14116404950618744,75.0,59.0,16.0,307.0,0.001227256958372891,0.1544502617801047,0.657815158367157,1.0,0.2,0.0,0.0,0.0001,0.035121891647577286,0.016619427129626274,59.0,15.0,0.4210231900215149,0.020065005868673325,0.015005484223365784,1.0,0.2231357991695404,0.001603053300641477,0.9858589768409729,1.0,0.15000000596046448,0.15049614012241364,0.11492522060871124,7.364115299424157e-05,0.9399471879005432,0.0,0.0,0.0,0.0,0.0,0.2738973052688028,0.9999999962747097,0.06090676784515381,0.1034577339887619,0.41873788833618164,0.9601033329963684,0.0004926197580061853,0.002150212414562702,0.0,0.0004931382718496025,0.0,0.0005090033519081771,0.0005090033519081771,0.005520504899322987,0.14883524179458618,0.060844000428915024,0.23682647943496704,0.23682647943496704,1.0,1.0,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,0.0004931382718496025,0.0,0.0,0.0,"[30019, 0, 3628]",0.0,0.0,7.853657007217407e-05,False,80,1.0,0.0007084898534230888,0.14921465516090393,0.7500890493392944,0.7493807077407837,0.763945460319519,0.0019297945545986295
1,35.0,0.26938313245773315,0.18911022543907166,0.27277871966362,0.23854010105133056,0.49169087409973145,0.9999890923500061,0.2,0.24052631855010986,0.05026315897703171,8,3656,0.05512309819459915,0.05512309819459915,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3349815607070923,0.33713749051094055,0.32788097858428955,0.9999357461929321,0.002373835537582636,0.31200191378593445,0.2682512700557709,0.7178659439086914,0.0,1.0,0.31200191378593445,0.011924832127988338,0.5246333479881287,210.0,123.0,87.0,172.0,0.5857142806053162,0.0002610856608953327,0.3219895287958115,0.22774869109947643,0.8157894736842105,0.5447761194029851,0.6699281334877014,154.0,77.0,77.0,228.0,0.00014348460535984486,0.20157068062827224,0.5330982208251953,1.0,0.2,0.0002167224884033203,-9.465217590332031e-05,0.0001,0.1305491328239441,0.001789859845302999,106.0,76.0,0.8079386949539185,0.001940904650837183,0.0009921176824718714,1.0,0.5403212904930115,0.46512502431869507,0.7437933087348938,1.0,0.15000000596046448,0.1504376381635666,0.1693640500307083,0.14021673798561096,0.5211078524589539,0.0,0.0,0.0,0.0,0.0,0.211361668796636,0.9999999776482582,0.017033755779266357,0.02058497630059719,0.32634031772613525,0.9756200909614563,0.00012742256512865424,0.0002935763623099774,0.0,0.0001275566901313141,0.0,6.371128256432712e-05,0.00012742256512865424,0.0,0.13622546195983887,0.05521122366189957,0.21723970770835876,0.21723970770835876,2.0,2.0,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,0.0001275566901313141,0.0,0.0,0.0,"[30019, 0, 3656]",0.0,0.0,0.0001569986343383789,True,75,2.0,0.0007655686931684613,0.1335078477859497,0.8259438872337341,0.825178325176239,0.7685251235961914,0.13968607783317566
1,65.0,0.27787208557128906,0.23789163827896118,0.26952460408210754,0.23805952072143555,0.4795178174972534,0.9917975664138794,0.2,0.2393421083688736,0.05026315897703171,8,3638,0.060053665190935135,0.060053665190935135,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3285331726074219,0.33877623081207275,0.33269062638282776,0.9999120831489563,0.004148059990257025,0.28825417160987854,0.06720186024904251,0.9792025685310364,0.0,1.0,0.28825417160987854,0.03566247597336769,0.13923649489879608,77.0,62.0,15.0,305.0,0.8051947951316833,0.006992028094828129,0.16230366492146597,0.03926701570680628,0.9661016949152542,0.7222222222222222,0.14777807891368866,76.0,62.0,14.0,306.0,0.0009518424049019814,0.16230366492146597,0.683745801448822,1.0,0.2,0.0,0.0,0.0001,0.04572036862373352,0.02809992805123329,62.0,14.0,0.4826672375202179,0.024545514956116676,0.018009977415204048,1.0,0.37675741314888,0.018120665103197098,0.998660683631897,1.0,0.15000000596046448,0.15008246898651123,0.17962844669818878,0.001732204807922244,0.9671766757965088,0.0,0.0,0.0,0.0,0.0,0.252362325847141,0.9999999776482582,0.05933978408575058,0.09235231578350067,0.522465169429779,0.9631195664405823,0.000717665592674166,0.0009676555637270212,0.0,0.0007184210699051619,0.0,0.00022523174993693829,0.0011261587496846914,0.035883281379938126,0.14650878310203552,0.060013990849256516,0.23300358653068542,0.23300358653068542,5.0,5.0,weighted_sum,1.0,0.019999999552965164,norm_clip,v2_conditioned,residual_gate,1.0,0.0,0.0007184210699051619,0.0,0.0,0.0,"[30019, 0, 3638]",0.0,0.0,0.0003785528242588043,False,80,5.0,0.0011171557707712054,0.15706805884838104,0.7481081485748291,0.746990978717804,0.7287411689758301,-0.02599870041012764
