node_id,split,label,pool,prompt_top1,structural_score,pred_off,pred_on,correct_off,correct_on,fixed_by_prompt,broken_by_prompt,confidence_off,confidence_on,margin_off,margin_on,h_delta_norm,logit_delta_norm
0,test,1,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21549271047115326,0.21549271047115326,0.009565398097038269,0.009565398097038269,0.0,0.0
1,test,3,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21559008955955505,0.21559008955955505,0.009278669953346252,0.009278669953346252,0.0,0.0
2,test,0,1,3,0.6842420101165771,4,4,0,0,0,0,0.22678543627262115,0.22678543627262115,0.012750402092933655,0.012750402092933655,0.0,0.0
3,test,0,0,-1,0.6666666865348816,1,1,0,0,0,0,0.21323667466640472,0.21323667466640472,0.004102140665054321,0.004102140665054321,0.0,0.0
4,test,4,0,-1,0.6666666865348816,4,4,1,1,0,0,0.21829047799110413,0.21829047799110413,0.01360940933227539,0.01360940933227539,0.0,0.0
5,test,0,0,-1,0.5486171245574951,4,4,0,0,0,0,0.22218070924282074,0.22218070924282074,0.012350156903266907,0.012350156903266907,0.0,0.0
6,test,2,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21554580330848694,0.21554580330848694,0.007084742188453674,0.007084742188453674,0.0,0.0
7,test,0,0,-1,0.6666666865348816,4,4,0,0,0,0,0.22563627362251282,0.22563627362251282,0.008815914392471313,0.008815914392471313,0.0,0.0
8,test,0,0,-1,0.6666666865348816,0,0,1,1,0,0,0.2134014517068863,0.2134014517068863,0.0030584633350372314,0.0030584633350372314,0.0,0.0
9,test,2,1,3,0.6666666865348816,4,4,0,0,0,0,0.22628064453601837,0.22628064453601837,0.02006646990776062,0.02006646990776062,0.0,0.0
10,test,1,1,3,0.6666666865348816,4,4,0,0,0,0,0.22511625289916992,0.22511625289916992,0.015009969472885132,0.015009969472885132,0.0,0.0
11,test,2,1,3,0.6666666865348816,4,4,0,0,0,0,0.21553219854831696,0.21553219854831696,0.007945448160171509,0.007945448160171509,0.0,0.0
12,test,4,0,-1,0.6666666865348816,4,4,1,1,0,0,0.2133970707654953,0.2133970707654953,0.006536513566970825,0.006536513566970825,0.0,0.0
13,test,3,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21663203835487366,0.21663203835487366,0.00928524136543274,0.00928524136543274,0.0,0.0
14,test,0,0,-1,0.31451988220214844,1,1,0,0,0,0,0.24477149546146393,0.24477149546146393,0.0007628500461578369,0.0007628500461578369,0.0,0.0
15,test,0,0,-1,0.6666666865348816,4,4,0,0,0,0,0.22443018853664398,0.22443018853664398,0.010952100157737732,0.010952100157737732,0.0,0.0
16,test,4,0,-1,0.6666666865348816,1,1,0,0,0,0,0.21765507757663727,0.21765507757663727,0.002896323800086975,0.002896323800086975,0.0,0.0
17,test,1,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21864883601665497,0.21864883601665497,0.012915164232254028,0.012915164232254028,0.0,0.0
18,test,1,0,-1,0.6666666865348816,4,4,0,0,0,0,0.2163054645061493,0.2163054645061493,0.0072992295026779175,0.0072992295026779175,0.0,0.0
19,test,1,0,-1,0.6666666865348816,4,4,0,0,0,0,0.2160986065864563,0.2160986065864563,0.008780822157859802,0.008780822157859802,0.0,0.0
20,test,0,0,-1,0.2888842821121216,4,4,0,0,0,0,0.21737970411777496,0.21737970411777496,0.011167705059051514,0.011167705059051514,0.0,0.0
21,test,2,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21963046491146088,0.21963046491146088,0.012084588408470154,0.012084588408470154,0.0,0.0
22,test,1,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21449358761310577,0.21449358761310577,0.00704541802406311,0.00704541802406311,0.0,0.0
23,test,2,1,3,0.6666666865348816,4,4,0,0,0,0,0.21404819190502167,0.21404819190502167,0.005815491080284119,0.005815491080284119,0.0,0.0
24,test,1,0,-1,0.6666666865348816,4,4,0,0,0,0,0.23310764133930206,0.23310764133930206,0.012185230851173401,0.012185230851173401,0.0,0.0
25,test,2,0,-1,0.3560424745082855,1,1,0,0,0,0,0.31352150440216064,0.31352150440216064,0.02650657296180725,0.02650657296180725,0.0,0.0
26,test,2,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21391765773296356,0.21391765773296356,0.009792298078536987,0.009792298078536987,0.0,0.0
27,test,0,0,-1,0.6666666865348816,4,4,0,0,0,0,0.21434830129146576,0.21434830129146576,0.004621878266334534,0.004621878266334534,0.0,0.0
28,test,1,0,-1,0.6666666865348816,0,0,0,0,0,0,0.2210238128900528,0.2210238128900528,0.009459972381591797,0.009459972381591797,0.0,0.0
